937,0,1,0,0,19,8,15,0,0
0,1130,3,0,0,1,1,0,0,0
4,50,940,1,0,5,1,31,0,0
0,100,53,703,0,99,2,51,0,2
2,32,18,0,871,25,9,16,0,9
3,13,2,0,0,865,4,5,0,0
5,27,12,0,1,26,883,4,0,0
0,22,2,0,0,2,0,1002,0,0
16,321,58,10,16,135,25,74,304,15
8,24,5,3,31,28,1,155,0,754
