945,0,2,0,2,10,3,17,0,1
0,1132,2,0,0,1,0,0,0,0
3,35,964,1,2,3,2,21,0,1
0,25,10,908,2,29,0,21,0,15
1,4,4,0,947,5,1,8,0,12
1,4,0,4,0,874,2,4,0,3
5,14,5,0,3,11,913,7,0,0
0,13,5,0,0,0,0,1010,0,0
7,134,56,19,41,178,9,57,408,65
0,6,0,1,8,6,1,44,0,943
