974,0,0,0,1,0,1,2,2,0
0,1132,3,0,0,0,0,0,0,0
4,0,1015,1,1,0,0,8,2,1
1,0,1,1000,0,2,0,3,3,0
0,0,0,0,966,0,2,1,0,13
2,0,0,4,0,882,3,1,0,0
3,3,0,0,1,3,948,0,0,0
1,5,9,0,0,0,0,1009,0,4
2,0,2,2,0,3,0,1,962,2
1,1,0,2,2,3,1,3,1,995
