954,1,1,0,2,9,3,9,0,1
0,1132,1,0,0,1,0,1,0,0
3,19,984,0,2,5,2,16,0,1
0,9,9,938,0,31,0,11,0,12
0,1,2,0,953,6,2,5,0,13
1,1,0,6,0,874,3,4,0,3
4,6,2,0,4,17,921,4,0,0
0,10,8,0,0,0,0,1009,0,1
5,39,33,45,23,152,7,35,581,54
0,3,0,1,9,8,1,29,0,958
