972,2,1,0,1,0,2,1,1,0
0,1129,4,0,0,0,2,0,0,0
2,0,1011,2,2,0,1,6,8,0
0,0,7,988,1,5,0,3,4,2
0,1,1,0,942,0,4,1,0,33
2,1,1,12,0,867,1,2,3,3
7,5,0,0,2,3,940,0,1,0
1,8,10,2,1,0,0,996,0,10
1,4,2,5,4,3,2,3,943,7
2,4,0,11,5,2,1,6,2,976
